verb,lemma
lidded,lidde
zap,zap
caches,cache
constitution—–included,constitution—–include
Numbering,number
protagonist,protagonist
cheapened,cheapen
propmoted,propmote
kämpft,kämpft
vrouw,vrouw
común,común
bovvered,bovvere
creed,creed
soy,soy
Animales,animale
irghiz,irghiz
bifurcate,bifurcate
thrills,thrill
rustled,rustle
bastard,bastard
abjures,abjure
"care""—says","care""—says"
superimpose,superimpose
relight,relight
suprême,suprême
spewing,spew
générale,générale
Purifying,purify
Meditating,meditate
encumbers,encumber
reaffirms,reaffirm
fauvettes,fauvette
Fluttering,flutter
Lower,lower
"93,6","93,6"
Nourished,nourish
philosophe,philosophe
planètes,planète
"nouveaux""(Seeking","nouveaux""(seeking"
volantes,volante
Lighted,light
tombes,tombe
agonizes,agonize
septième,septième
unfurls,unfurls
pensées,pensées
entrave,entrave
biologiste,biologiste
et,et
Akh,akh
Replaced,replace
mesmerist,mesmerist
affidavit,affidavit
overreached,overreach
psychologists,psychologist
pamper,pamper
discontent,discontent
stylist,stylist
Graceland,graceland
-turned,-turne
prefixes,prefix
Mature,mature
dispari,dispari
forbici,forbici
China?Between,China?Between
revista,revista
equivalents,equivalent
Suits,suit
retroperitoneal,retroperitoneal
resignify,resignify
eulogizes,eulogize
Enters,enter
onomatopoeic,onomatopoeic
Crushed,crush
quantitate,quantitate
adscribes,adscribe
sojourning,sojourn
CD,cd
waltzing,waltz
whirled,whirl
acolyte,acolyte
desembargador,desembargador
forerun,forerun
sombras,sombra
remastering,remastere
drawled,drawl
prettify,prettify
mawkish,mawkish
prizing,prize
browned,brown
Whaup,Whaup
sauntered,saunter
prised,prise
unrecovered,unrecovere
Dogs,dog
Horses,horse
Treatise,treatise
pulsates,pulsate
propast,propast
deca,deca
hypochondriac,hypochondriac
reketu,reketu
affixing,affix
gledaj,gledaj
ljubi,ljubi
Joksimović,Joksimović
vlasti,vlasti
enchained,enchain
harakterni,harakterni
Bosniaks,bosniak
fra,fra
koje,koje
njegovom,njegovom
Lum,lum
Vorabend,vorabend
zuletzt,zuletzt
eigenen,eigenen
Đujić,Đujić
butchered,butcher
disuniting,disunite
трка,трка
pjena,pjena
disorganize,disorganize
claw,claw
Rov,rov
transmits,transmit
Ubi,ubi
ništa,ništa
countenancing,countenance
Cecilie,cecilie
Stressed,stress
thinkers,thinker
Cultivating,cultivate
penalize,penalize
displacement,displacement
swaddled,swaddle
blossoms,blossom
demokratin,demokratin
Woking,woke
blundering,blunder
Reconciling,reconcile
Handed,hand
desexualizes,desexualize
youknowme,youknowme
reclassifying,reclassify
hoved,hove
undamaged,undamage
reacquainting,reacquaint
Eqrem,eqrem
Switched,switch
backtrack,backtrack
Lettrists,lettrist
decollage,decollage
fetish,fetish
impregnate,impregnate
canoed,canoe
wavers,waver
Bure,bure
Reshaping,reshape
Pellegrino,pellegrino
astound,astound
importuning,importune
emcees,emcee
Widows,widow
Reigning,reign
CO2-powered,co2-powere
wincing,wince
£,£
illumines,illumine
automates,automate
Ralf,ralf
effects,effect
Hardboiled,hardboile
needlemaking,needlemake
vol,vol
Picturing,picture
halve,halve
FUCK,fuck
frá,frá
araised,araise
Imprinted,imprint
invasores,invasore
ri,ri
dyspnea,dyspnea
gishi,gishi
zloba,zloba
pokušenja,pokušenja
compagni,compagni
byline,byline
decolonizing,decolonize
imp,imp
neveljük,neveljük
nekem,nekem
sose,sose
watchgroup,watchgroup
levitated,levitate
Headlined,headline
franking,frank
Demented,demente
fantasma,fantasma
fal,fal
medicaid,medicaid
theoretised,theoretise
pamphlet,pamphlet
proxy,proxy
weight,weight
Piven,Piven
Emilio,emilio
pouces,pouce
RV,rv
multiculturalists,multiculturalist
gouging,gouge
curdle,curdle
misgiving,misgive
antlered,antlere
quadruped,quadrupe
lembranças,lembrança
cowled,cowl
Déliquescences,déliquescence
gibberish,gibberish
hookwinked,hookwinke
Denkend,denkend
koopvaardij,koopvaardij
besudeltes,besudelte
refurnishing,refurnish
bem,bem
toda,toda
Сарока,сарока
beynd,beynd
Existed,exist
knížete,knížete
romanțată,romanțată
Reclining,recline
Stín,Stín
pod,pod
Djedje,Djedje
illume,illume
élémens,élémen
رهی,رهی
تمنا,تمنا
اگر,اگر
شود,شود
Albanians,albanians
cham,cham
powszedność,powszedność
Skyggefektning,skyggefektne
beholds,behold
"tonight,/Listening","tonight,/listene"
leafing,leaf
sommer,sommer
evigheten,evigheten
samlede,samlede
Tagged,tag
credentialing,credentiale
Disrupting,disrupt
Bail,bail
Adapt,adapt
blitzscaling,blitzscale
retransmitted,retransmit
Frühlingsabend,Frühlingsabend
Verkündigung,Verkündigung
jostle,jostle
psilocybin,psilocybin
skewing,skew
dehydrated,dehydrate
roaches,roach
interdict,interdict
deplane,deplane
okayed,okay
microwaved,microwave
unclenching,unclenche
spooks,spook
Politicking,politick
acid,acid
Triumphed,triumph
entitles,entitle
prudence,prudence
pocket,pocket
abets,abet
"consciousness""—and","consciousness""—and"
capacities,capacitie
euthanising,euthanise
euthanise,euthanise
Singer,singer
disinvested,disinvest
DREAMing,dream
conditioning,condition
resets,reset
autoshaping,autoshape
broaches,broach
annuls,annul
freaking,freak
jibed,jibe
cohost,cohost
googled,google
herpes,herpe
Suffocating,suffocate
resetting,reset
Contriving,contrive
Rauschning,rauschne
foretells,foretell
secretive,secretive
Cruise,cruise
Herzog,herzog
syndicate,syndicate
thumbs,thumb
45min,45min
opioid,opioid
handcuff,handcuff
underreport,underreport
outworking,outworke
illnesses,illnesse
belying,belie
Impeach,impeach
hardcore,hardcore
disbar,disbar
Paraphrased,paraphrase
unaddressed,unaddresse
functionalist,functionalist
pulsated,pulsate
strewing,strew
mein,mein
sittings,sitting
skiddings,skidding
Feldafing,feldafe
slovo,slovo
imperil,imperil
watchdog,watchdog
Judentums,judentum
overreacting,overreact
oven,oven
squeaking,squeak
Flinging,fling
gestalten,gestalten
gewählten,gewählten
Meissner,meissner
Richling,richle
Siemering,siemere
29–30,29–30
outdance,outdance
withe,withe
barracked,barrack
worming,worm
raspberry,raspberry
micromanage,micromanage
metalcutting,metalcutte
Corsten,Corsten
nicknaming,nickname
Proven,prove
doi:10.1088/0305,doi:10.1088/0305
chemotherapy,chemotherapy
overelectrify,overelectrify
marshrut,marshrut
tolmács,tolmács
skeletonized,skeletonize
cabaret,cabaret
Современный,современный
истории,истории
frazzled,frazzle
flecked,fleck
Resuscitated,resuscitate
Emmy,emmy
derogated,derogate
Veikko,Veikko
Manifested,manifest
birding,bird
Gogarty,Gogarty
vakacyi,vakacyi
Далёкае,далёкае
быту,быту
другі,другі
З,З
fermenting,ferment
amnésiques,amnésique
dissolute,dissolute
woodcut,woodcut
monólogo,monólogo
Salobreña,salobreña
cero,cero
burladores,burladore
Introducción,introducción
Prólogo,Prólogo
manifestaciones,manifestacione
estrenado,estrenado
apoyo,apoyo
grandeza,grandeza
blanca,blanca
estrena,estrena
obras,obra
landshövding,landshövde
Streaming,stream
Defends,defend
familiarised,familiarise
Researched,research
flame,flame
pastures,pasture
samma,samma
deyrn,deyrn
fyned,fyne
ladd,ladd
delynau,delynau
gangau'r,gangau'r
p233,p233
ango,ango
Sinding,sinde
Tārikh,Tārikh
bāzgasht,bāzgasht
emend,emend
homeschooling,homeschoole
Danicised,danicise
mes,mes
Rights,right
retouched,retouch
nagged,nag
smug,smug
spangled,spangle
Axe,axe
child,child
festivals,festival
indulgined,indulgine
parallelled,parallel
prohiniting,prohinite
bur,bur
parry,parry
thar,thar
Tortured,torture
mårå,mårå
taklampa,taklampa
municipali,municipali
Approaches,approach
حمزة,حمزة
apostasy,apostasy
burrowed,burrow
Absorbing,absorb
BADD,BADD
Philoctetes,philoctete
dubber,dubber
profaned,profane
književna,književna
knjiga,knjiga
Pesma,pesma
povijest,povijest
lipa,lipa
grad,grad
Srce,srce
aforističari,aforističari
trag,trag
radiograficos,radiografico
Cuckoo,Cuckoo
Beaudelaire,beaudelaire
pregled,pregle
slika,slika
Давид,давид
Gazed,gaze
countervails,countervail
lips,lip
Remold,remold
Tuckerized,tuckerize
Haul,haul
loansharking,loansharke
chancing,chance
Downing,down
refinishing,refinish
interfacing,interface
Rosenfelt,rosenfelt
-Glassing,-glasse
liner,liner
sunglasses,sunglasse
Robbins,robbin
workbook,workbook
undated,undate
Troelus,troelus
codirecting,codirecte
Bodyshaping,bodyshape
florid,florid
marinated,marinate
Punches,punch
Homesteading,homestead
Abducted,abduct
Rediscoveries,rediscoverie
reapplied,reapplie
baith,baith
ail,ail
wither'd,wither'd
Keats,keat
rerigged,rerigge
fevered,fevere
federate,federate
failures,failure
Gena,gena
gapes,gape
accessioned,accession
supervened,supervene
volumes,volume
decodes,decode
convoys,convoy
Axiom,axiom
percolates,percolate
overheating,overheat
foams,foam
mounts,mount
gashed,gash
frank,frank
aikokushugi,aikokushugi
stotras,stotra
depoliticize,depoliticize
Complete,complete
neutralizes,neutralize
untangled,untangle
67–68,67–68
undisciplined,undiscipline
litter,litter
trigonometry,trigonometry
Answered,answer
Tarbell,tarbell
oui,oui
romanse,romanse
vise,vise
philologists,philologist
jenseits,jenseit
Warsaw'—named,warsaw'—name
czarne,czarne
róża,róża
summarnátt,summarnátt
búri,búri
Gossip,gossip
serradas,serrada
lankai,lankai
Hollowed,hollow
epiphanies,epiphanie
voyage,voyage
streikas,streikas
jerking,jerk
pasaka,pasaka
Summarized,summarize
sciupo,sciupo
dicono,dicono
popolare,popolare
Creeping,creep
destabilised,destabilise
idealises,idealise
Maillard,maillard
Scottish,scottish
Reappraising,reappraise
Flora,Flora
Emmie,emmie
socken,socken
outshining,outshine
reposes,repose
Shad,Shad
Gnaw,gnaw
mœurs,mœur
gens,gen
Kickstarted,kickstarte
egged,egg
Spilled,spill
Guiding,guide
Badlands,badland
Vows,vow
Oink,oink
松永,松永
Nail,nail
Booking,book
Uncensored,uncensore
embitter,embitter
outgrew,outgrow
Terminated,terminate
ghouls,ghoul
Checks,check
crystallises,crystallise
squelching,squelch
Tonwarazu,Tonwarazu
sus,sus
romans,roman
dredging,dredge
lawns,lawn
"read:-""Our","read:-""Our"
MICHELIN,michelin
swooping,swoop
conglomerate,conglomerate
Weir,weir
king,ke
belabored,belabor
infuriate,infuriate
Aproximación,aproximación
Huésped,huéspe
rumores,rumor
combate,combate
Registering,register
dispatches,dispatch
strunach,strunach
ehausted,ehauste
credință,credință
prostitutes,prostitute
traveler,traveler
bere,bere
souls,soul
margini,margini
mateist,mateist
critică,critică
însemnări,însemnări
detoxifying,detoxify
WAKE,wake
Åpning,åpne
mighty,mighty
Tebus,tebu
glistens,glisten
spreaded,spread
scarifying,scarify
Tie,tie
biographied,biographie
spouting,spout
tempêtes,tempête
سیاوش,سیاوش
octavo,octavo
Englished,englishe
somnul,somnul
concentraționar,concentraționar
reflectat,reflectat
domesticating,domesticate
Deconstrucţia,deconstrucţia
(achieving,(achieve
tercet,tercet
squirreled,squirrele
recomposed,recompose
unorthodoxly,unorthodoxly
kraljevine,kraljevine
roughing,rough
fritzed,fritze
gargling,gargle
Nastasijević,Nastasijević
mystifying,mystify
tweeling,tweele
euthanised,euthanise
Oued,oue
immanent,immanent
rejection,rejection
mischaracterising,mischaracterise
Events,event
smooched,smooch
knowledge,knowledge
phones,phone
Reorganizing,reorganize
unimposing,unimpose
artichokes,artichoke
grated,grate
snowcapped,snowcappe
caretaker,caretaker
shriek,shriek
mesmerise,mesmerise
shushed,shush
Reasoned,reason
Bardi,Bardi
pilotis,pilotis
functions-,functions-
unobstructed,unobstructe
sandblasted,sandblast
physicists,physicist
Valiente,valiente
Witch,witch
Strained,strain
開明書店,開明書店
五卅運動,五卅運動
hardhearted,hardhearte
公理日报》provided,公理日报》provide
"火災》),""Under","火災》),""under"
observat,observat
rén,rén
sculptured,sculpture
scribed,scribe
mutes,mute
Eldritch,eldritch
religieux,religieux
e2ink,e2ink
lecteurs,lecteur
camarades,camarade
indiscreet,indiscreet
feathering,feather
Atwell,atwell
lifeguarding,lifeguarde
spirals,spiral
resident,resident
eulogises,eulogise
proofs,proof
antiquaires,antiquaire
collaborared,collaborare
Overhearing,overhear
Swapping,swap
homebred,homebre
Gelding,geld
homebreds,homebred
handpicks,handpick
Sobchak,sobchak
Analyze,analyze
Heckerling,heckerle
relearning,relearn
heterochromia,heterochromia
slays,slay
Embalming,embalm
Fencing,fence
renege,renege
Cooperative,cooperative
Mnjikaning,mnjikane
Paa,paa
Storting,storte
reexplored,reexplore
Poland/1931,poland/1931
καλόγηρος,καλόγηρος
emended,emend
Welcomed,welcome
salmebok,salmebok
Senjens,senjen
doze,doze
oceanographer,oceanographer
sordinos,sordinos
kärlekens,kärleken
speil,speil
Ripening,ripen
sexton,sexton
racism,racism
Stored,store
profoundest,profoundest
limned,limn
vivibear,vivibear
Lucking,lucke
foothills,foothill
hostelling,hostelle
crashlanded,crashlande
pojke,pojke
Reding,rede
SANE,SANE
Chinook,Chinook
racists,racist
Progress,progress
categorises,categorise
sacralised,sacralise
regardent,regardent
disco,disco
Singin,Singin
cruzadas,cruzada
Pin,pin
critiziced,critizice
allegorized,allegorize
patriate,patriate
bilking,bilk
long,long
Embroidering,embroider
1837–8—informed,1837–8—informe
fångars,fångar
förbättring,förbättre
regularise,regularise
recueillis,recueillis
rike,rike
motifed,motife
trot,trot
Townsend,townsend
tide,tide
Groping,grope
corroded,corrode
Branching,branch
Devised,devise
missioned,missione
colloqui,colloqui
pilgrims,pilgrim
idam,idam
chamberlain,chamberlain
mantains,mantain
immobile,immobile
actuelles,actuelle
Zemmour,zemmour
terriens,terrien
rédacteurs,rédacteur
Fake,fake
Predict,predict
beso,beso
caput,caput
pretense,pretense
spider,spider
Chooses,choose
Unredacted,unredacte
magicians,magician
Soup,soup
refilled,refill
elevat,elevat
statesmanlike,statesmanlike
pricks,prick
mortify,mortify
wages,wage
voyait,voyait
dollhouse,dollhouse
disrobe,disrobe
duking,duke
horrify,horrify
f---,f---
utcája,utcája
nem,nem
Anders,ander
Fles,fle
Opstellen,Opstellen
benadering,benadere
Verbeelding,verbeelde
Secure,secure
sponges,sponge
Requiescat,requiescat
Houseboating,houseboate
sundances,sundance
bicycles,bicycle
puertas,puerta
جهان,جهان
accrues,accrue
Cares,care
caregiving,caregive
torpedo,torpedo
electrize,electrize
dell’universo,dell’universo
futurista,futurista
reteam,reteam
Updated,update
unhook,unhook
Pause,pause
Everything2,everything2
cottage,cottage
Skills,skill
Wellspring,wellspre
sand,sand
Trow,trow
Blaze,blaze
Indexed,index
showstopping,showstoppe
Reelected,reelect
Level,level
Smashes,smash
superhero,superhero
Factoring,factor
betwixt,betwixt
privateering,privateere
browsed,browse
ghostwrites,ghostwrite
courtesans,courtesan
Grilled,grill
inte,inte
flitted,flit
trims,trim
harvests,harvest
Homing,home
Outing,out
gritted,grit
indispose,indispose
indisposes,indispose
Colorless,colorles
grammars,grammar
Leybold,leybold
"reply""In","reply""in"
Behring,behre
skinny,skinny
französischer,französischer
ابو,ابو
fertilized,fertilize
"Crosley""–the","Crosley""–the"
recal,recal
reworded,reword
appertaining,appertain
restocked,restock
